rank_alphabetical,suburb,postcode,median_house_price_aud,median_house_rent_per_week_aud,house_gross_yield_pct,house_price_growth_12m_pct,house_price_growth_3m_pct,house_price_growth_6m_pct,data_period,source_url,data_status,notes
311,Sydenham,3037,750500,500,3.6,10.0,,,May 2025 - April 2026 / over last year (realestate.com.au suburb profile),https://www.realestate.com.au/vic/sydenham-3037/,verified_REA_suburb_profile,House-only REA suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
312,Tarneit,3029,675000,523,4.1,3.9,,,May 2025 - April 2026 / over last year (realestate.com.au suburb profile),https://www.realestate.com.au/vic/tarneit-3029/,verified_REA_suburb_profile,House-only REA suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
313,Taylors Hill,3037,922500,560,3.4,7.0,,,May 2025 - April 2026 / over last year (realestate.com.au suburb profile),https://www.realestate.com.au/vic/taylors-hill-3037/,verified_REA_suburb_profile,House-only REA suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
314,Taylors Lakes,3038,973000,580,3.3,5.2,,,May 2025 - April 2026 / over last year (realestate.com.au suburb profile),https://www.realestate.com.au/vic/taylors-lakes-3038/,verified_REA_suburb_profile,House-only REA suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
315,Tecoma,3160,914250,675,4.0,4.9,,,May 2025 - April 2026 / over last year (realestate.com.au suburb profile),https://www.realestate.com.au/vic/tecoma-3160/,verified_REA_suburb_profile,House-only REA suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
316,Templestowe,3106,1655500,913,3.2,-2.6,,,May 2025 - April 2026 / over last year (realestate.com.au suburb profile),https://www.realestate.com.au/vic/templestowe-3106/,verified_REA_suburb_profile,House-only REA suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
317,Templestowe Lower,3107,1365000,750,3.1,1.1,,,May 2025 - April 2026 / over last year (realestate.com.au suburb profile),https://www.realestate.com.au/vic/templestowe-lower-3107/,verified_REA_suburb_profile,House-only REA suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
318,The Basin,3154,916500,650,3.8,5.3,,,May 2025 - April 2026 / over last year (realestate.com.au suburb profile),https://www.realestate.com.au/vic/the-basin-3154/,verified_REA_suburb_profile,House-only REA suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
319,Thomastown,3074,785000,530,3.8,8.1,,,May 2025 - April 2026 / over last year (realestate.com.au suburb profile),https://www.realestate.com.au/vic/thomastown-3074/,verified_REA_suburb_profile,House-only REA suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
320,Thornbury,3071,1465000,800,3.0,8.6,,,May 2025 - April 2026 / over last year (realestate.com.au suburb profile),https://www.realestate.com.au/vic/thornbury-3071/,verified_REA_suburb_profile,House-only REA suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
321,Thornhill Park,3335,620750,450,4.2,5.4,,,May 2025 - April 2026 / over last year (realestate.com.au suburb profile),https://www.realestate.com.au/vic/thornhill-park-3335/,verified_REA_suburb_profile,House-only REA suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
322,Toorak,3142,4575000,1500,1.9,-20.1,,,May 2025 - April 2026 / over last year (realestate.com.au suburb profile),https://www.realestate.com.au/vic/toorak-3142/,verified_REA_suburb_profile,House-only REA suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
323,Tootgarook,3941,890000,588,4.1,4.6,,,May 2025 - April 2026 / over last year (realestate.com.au suburb profile),https://www.realestate.com.au/vic/tootgarook-3941/,verified_REA_suburb_profile,House-only REA suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
324,Tottenham,3012,,,,,,,May 2025 - April 2026 / over last year (realestate.com.au suburb profile),https://www.realestate.com.au/vic/tottenham-3012/,source_no_house_market_summary,REA page showed 0 properties available for rent and 0 properties for sale; no usable house median/rent/growth values.
325,Travancore,3032,1250000,760,3.0,-33.3,,,May 2025 - April 2026 / over last year (realestate.com.au suburb profile),https://www.realestate.com.au/vic/travancore-3032/,verified_REA_suburb_profile,House-only REA suburb-profile summary. Small sample may make growth volatile. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
326,Truganina,3029,675050,520,4.2,2.6,,,May 2025 - April 2026 / over last year (realestate.com.au suburb profile),https://www.realestate.com.au/vic/truganina-3029/,verified_REA_suburb_profile,House-only REA suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
327,Tullamarine,3043,820000,585,3.7,11.7,,,May 2025 - April 2026 / over last year (realestate.com.au suburb profile),https://www.realestate.com.au/vic/tullamarine-3043/,verified_REA_suburb_profile,House-only REA suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
328,Upwey,3158,880000,720,4.0,0.0,,,May 2025 - April 2026 / over last year (realestate.com.au suburb profile),https://www.realestate.com.au/vic/upwey-3158/,verified_REA_suburb_profile,House-only REA suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
329,Upper Ferntree Gully,3156,920001,660,3.6,5.1,,,May 2025 - April 2026 / over last year (realestate.com.au suburb profile),https://www.realestate.com.au/vic/upper-ferntree-gully-3156/,verified_REA_suburb_profile,House-only REA suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
330,Vermont,3133,1348000,680,3.0,9.6,,,May 2025 - April 2026 / over last year (realestate.com.au suburb profile),https://www.realestate.com.au/vic/vermont-3133/,verified_REA_suburb_profile,House-only REA suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
331,Vermont South,3133,1520000,750,2.9,3.7,,,May 2025 - April 2026 / over last year (realestate.com.au suburb profile),https://www.realestate.com.au/vic/vermont-south-3133/,verified_REA_suburb_profile,House-only REA suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
332,Viewbank,3084,1193500,695,3.0,1.9,,,May 2025 - April 2026 / over last year (realestate.com.au suburb profile),https://www.realestate.com.au/vic/viewbank-3084/,verified_REA_suburb_profile,House-only REA suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
333,Wantirna,3152,1166500,680,3.3,6.1,,,May 2025 - April 2026 / over last year (realestate.com.au suburb profile),https://www.realestate.com.au/vic/wantirna-3152/,verified_REA_suburb_profile,House-only REA suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
334,Wantirna South,3152,1292500,680,3.3,5.9,,,May 2025 - April 2026 / over last year (realestate.com.au suburb profile),https://www.realestate.com.au/vic/wantirna-south-3152/,verified_REA_suburb_profile,House-only REA suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
335,Warrandyte,3113,1487500,850,3.5,5.8,,,May 2025 - April 2026 / over last year (realestate.com.au suburb profile),https://www.realestate.com.au/vic/warrandyte-3113/,verified_REA_suburb_profile,House-only REA suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
336,Warrandyte South,3134,2505000,1175,3.2,3.5,,,May 2025 - April 2026 / over last year (realestate.com.au suburb profile),https://www.realestate.com.au/vic/warrandyte-south-3134/,verified_REA_suburb_profile,House-only REA suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
337,Warranwood,3134,1285000,800,3.7,-3.4,,,May 2025 - April 2026 / over last year (realestate.com.au suburb profile),https://www.realestate.com.au/vic/warranwood-3134/,verified_REA_suburb_profile,House-only REA suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
338,Waterways,3195,1600000,900,3.3,8.4,,,May 2025 - April 2026 / over last year (realestate.com.au suburb profile),https://www.realestate.com.au/vic/waterways-3195/,verified_REA_suburb_profile,House-only REA suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
339,Watsonia,3087,1010000,580,3.3,6.7,,,May 2025 - April 2026 / over last year (realestate.com.au suburb profile),https://www.realestate.com.au/vic/watsonia-3087/,verified_REA_suburb_profile,House-only REA suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
340,Watsonia North,3087,945500,620,3.4,5.1,,,May 2025 - April 2026 / over last year (realestate.com.au suburb profile),https://www.realestate.com.au/vic/watsonia-north-3087/,verified_REA_suburb_profile,House-only REA suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
341,Wattle Glen,3096,1061000,725,3.8,1.1,,,May 2025 - April 2026 / over last year (realestate.com.au suburb profile),https://www.realestate.com.au/vic/wattle-glen-3096/,verified_REA_suburb_profile,House-only REA suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
342,Weir Views,3338,620000,460,3.7,7.3,,,May 2025 - April 2026 / over last year (realestate.com.au suburb profile),https://www.realestate.com.au/vic/weir-views-3338/,verified_REA_suburb_profile,House-only REA suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
343,Werribee,3030,660000,470,3.7,7.8,,,May 2025 - April 2026 / over last year (realestate.com.au suburb profile),https://www.realestate.com.au/vic/werribee-3030/,verified_REA_suburb_profile,House-only REA suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
344,West Footscray,3012,1022444,650,3.1,12.4,,,May 2025 - April 2026 / over last year (realestate.com.au suburb profile),https://www.realestate.com.au/vic/west-footscray-3012/,verified_REA_suburb_profile,House-only REA suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
345,West Melbourne,3003,1405000,780,3.4,8.2,,,May 2025 - April 2026 / over last year (realestate.com.au suburb profile),https://www.realestate.com.au/vic/west-melbourne-3003/,verified_REA_suburb_profile,House-only REA suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
346,Westmeadows,3049,744500,550,4.0,11.1,,,May 2025 - April 2026 / over last year (realestate.com.au suburb profile),https://www.realestate.com.au/vic/westmeadows-3049/,verified_REA_suburb_profile,House-only REA suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
347,Wheelers Hill,3150,1507000,750,2.8,7.6,,,May 2025 - April 2026 / over last year (realestate.com.au suburb profile),https://www.realestate.com.au/vic/wheelers-hill-3150/,verified_REA_suburb_profile,House-only REA suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
348,Williams Landing,3027,867500,600,3.9,7.5,,,May 2025 - April 2026 / over last year (realestate.com.au suburb profile),https://www.realestate.com.au/vic/williams-landing-3027/,verified_REA_suburb_profile,House-only REA suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
349,Williamstown,3016,1585000,800,2.7,4.6,,,May 2025 - April 2026 / over last year (realestate.com.au suburb profile),https://www.realestate.com.au/vic/williamstown-3016/,verified_REA_suburb_profile,House-only REA suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
350,Williamstown North,3016,1235000,770,3.0,-3.1,,,May 2025 - April 2026 / over last year (realestate.com.au suburb profile),https://www.realestate.com.au/vic/williamstown-north-3016/,verified_REA_suburb_profile,House-only REA suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
351,Windsor,3181,1401500,850,3.2,2.1,,,May 2025 - April 2026 / over last year (realestate.com.au suburb profile),https://www.realestate.com.au/vic/windsor-3181/,verified_REA_suburb_profile,House-only REA suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
352,Wollert,3750,712000,560,4.3,3.6,,,May 2025 - April 2026 / over last year (realestate.com.au suburb profile),https://www.realestate.com.au/vic/wollert-3750/,verified_REA_suburb_profile,House-only REA suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
353,Wonga Park,3115,1700000,835,3.6,4.9,,,May 2025 - April 2026 / over last year (realestate.com.au suburb profile),https://www.realestate.com.au/vic/wonga-park-3115/,verified_REA_suburb_profile,House-only REA suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
354,Wyndham Vale,3024,615000,450,3.8,6.0,,,May 2025 - April 2026 / over last year (realestate.com.au suburb profile),https://www.realestate.com.au/vic/wyndham-vale-3024/,verified_REA_suburb_profile,House-only REA suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
355,Yallambie,3085,1003750,650,3.2,-2.1,,,May 2025 - April 2026 / over last year (realestate.com.au suburb profile),https://www.realestate.com.au/vic/yallambie-3085/,verified_REA_suburb_profile,House-only REA suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
356,Yarraville,3013,1185000,700,3.1,5.3,,,May 2025 - April 2026 / over last year (realestate.com.au suburb profile),https://www.realestate.com.au/vic/yarraville-3013/,verified_REA_suburb_profile,House-only REA suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
