rank_alphabetical,suburb,postcode,median_house_price_aud,median_house_rent_per_week_aud,house_gross_yield_pct,house_price_growth_12m_pct,house_price_growth_3m_pct,house_price_growth_6m_pct,data_period,source_url,data_status,notes
118,Eaglemont,3084,2382500,870,2.5,-4.7,,,May 2025 - April 2026,https://www.realestate.com.au/vic/eaglemont-3084/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
119,East Melbourne,3002,3050000,1175,2.5,-21.8,,,May 2025 - April 2026,https://www.realestate.com.au/vic/east-melbourne-3002/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
120,Edithvale,3196,1331000,788,2.9,4.2,,,May 2025 - April 2026,https://www.realestate.com.au/vic/edithvale-3196/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
121,Elsternwick,3185,2015000,960,2.7,3.3,,,May 2025 - April 2026,https://www.realestate.com.au/vic/elsternwick-3185/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
122,Eltham,3095,1300000,750,3.4,5.3,,,May 2025 - April 2026,https://www.realestate.com.au/vic/eltham-3095/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
123,Eltham North,3095,1300000,780,3.5,4.0,,,May 2025 - April 2026,https://www.realestate.com.au/vic/eltham-north-3095/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
124,Endeavour Hills,3802,857000,600,3.9,7.1,,,May 2025 - April 2026,https://www.realestate.com.au/vic/endeavour-hills-3802/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
125,Epping,3076,732500,550,3.8,10.4,,,May 2025 - April 2026,https://www.realestate.com.au/vic/epping-3076/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
126,Eumemmerring,3177,726000,590,4.1,15.7,,,May 2025 - April 2026,https://www.realestate.com.au/vic/eumemmerring-3177/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
127,Fairfield,3078,1730000,815,2.7,5.0,,,May 2025 - April 2026,https://www.realestate.com.au/vic/fairfield-3078/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
128,Fawkner,3060,844000,575,3.8,8.8,,,May 2025 - April 2026,https://www.realestate.com.au/vic/fawkner-3060/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
129,Ferntree Gully,3156,950000,630,3.5,9.2,,,May 2025 - April 2026,https://www.realestate.com.au/vic/ferntree-gully-3156/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
130,Fitzroy,3065,1525000,965,3.6,-13.6,,,May 2025 - April 2026,https://www.realestate.com.au/vic/fitzroy-3065/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
131,Fitzroy North,3068,1697950,873,3.0,12.9,,,May 2025 - April 2026,https://www.realestate.com.au/vic/fitzroy-north-3068/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
132,Flemington,3031,1150000,680,3.4,9.0,,,May 2025 - April 2026,https://www.realestate.com.au/vic/flemington-3031/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
133,Footscray,3011,902250,628,3.7,-4.5,,,May 2025 - April 2026,https://www.realestate.com.au/vic/footscray-3011/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
134,Forest Hill,3131,1239000,651,3.1,4.6,,,May 2025 - April 2026,https://www.realestate.com.au/vic/forest-hill-3131/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
135,Frankston,3199,850000,595,3.8,14.9,,,May 2025 - April 2026,https://www.realestate.com.au/vic/frankston-3199/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
136,Frankston North,3200,703000,500,3.9,15.3,,,May 2025 - April 2026,https://www.realestate.com.au/vic/frankston-north-3200/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
137,Frankston South,3199,1225000,700,3.4,5.8,,,May 2025 - April 2026,https://www.realestate.com.au/vic/frankston-south-3199/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
138,Gardenvale,3185,2130000,1100,2.8,16.1,,,May 2025 - April 2026,https://www.realestate.com.au/vic/gardenvale-3185/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
139,Gladstone Park,3043,807500,550,3.9,9.4,,,May 2025 - April 2026,https://www.realestate.com.au/vic/gladstone-park-3043/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
140,Glen Huntly,3163,1830000,895,2.8,21.2,,,May 2025 - April 2026,https://www.realestate.com.au/vic/glen-huntly-3163/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
141,Glen Iris,3146,2600000,1050,2.5,13.4,,,May 2025 - April 2026,https://www.realestate.com.au/vic/glen-iris-3146/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
142,Glen Waverley,3150,1785000,780,2.2,7.9,,,May 2025 - April 2026,https://www.realestate.com.au/vic/glen-waverley-3150/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
143,Glenroy,3046,857500,575,3.6,4.6,,,May 2025 - April 2026,https://www.realestate.com.au/vic/glenroy-3046/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
144,Gowanbrae,3043,912750,635,3.9,1.1,,,May 2025 - April 2026,https://www.realestate.com.au/vic/gowanbrae-3043/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
145,Greenvale,3059,880000,630,4.0,2.9,,,May 2025 - April 2026,https://www.realestate.com.au/vic/greenvale-3059/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
146,Greensborough,3088,1040000,635,3.5,2.0,,,May 2025 - April 2026,https://www.realestate.com.au/vic/greensborough-3088/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
147,Hadfield,3046,900000,573,3.7,5.9,,,May 2025 - April 2026,https://www.realestate.com.au/vic/hadfield-3046/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
148,Hallam,3803,790000,560,4.0,8.2,,,May 2025 - April 2026,https://www.realestate.com.au/vic/hallam-3803/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
149,Hampton,3188,2294000,1268,3.0,-1.3,,,May 2025 - April 2026,https://www.realestate.com.au/vic/hampton-3188/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
150,Hampton East,3188,1470000,850,3.3,1.9,,,May 2025 - April 2026,https://www.realestate.com.au/vic/hampton-east-3188/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
151,Hampton Park,3976,715000,550,4.0,7.5,,,May 2025 - April 2026,https://www.realestate.com.au/vic/hampton-park-3976/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
152,Hawthorn,3122,2780000,995,2.7,-3.5,,,May 2025 - April 2026,https://www.realestate.com.au/vic/hawthorn-3122/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
153,Hawthorn East,3123,2490000,1050,2.6,-4.7,,,May 2025 - April 2026,https://www.realestate.com.au/vic/hawthorn-east-3123/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
154,Heatherton,3202,1107500,800,3.9,0.7,,,May 2025 - April 2026,https://www.realestate.com.au/vic/heatherton-3202/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
155,Heathmont,3135,1040500,650,3.4,0.2,,,May 2025 - April 2026,https://www.realestate.com.au/vic/heathmont-3135/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
156,Heidelberg,3084,1507000,700,2.8,9.4,,,May 2025 - April 2026,https://www.realestate.com.au/vic/heidelberg-3084/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
157,Heidelberg Heights,3081,915000,595,3.3,3.8,,,May 2025 - April 2026,https://www.realestate.com.au/vic/heidelberg-heights-3081/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
158,Heidelberg West,3081,800000,570,3.4,1.5,,,May 2025 - April 2026,https://www.realestate.com.au/vic/heidelberg-west-3081/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
159,Highett,3190,1475000,928,3.0,3.2,,,May 2025 - April 2026,https://www.realestate.com.au/vic/highett-3190/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
160,Hillside,3037,820000,530,3.5,2.5,,,May 2025 - April 2026,https://www.realestate.com.au/vic/hillside-3037/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
161,Hoppers Crossing,3029,690000,480,3.6,9.5,,,May 2025 - April 2026,https://www.realestate.com.au/vic/hoppers-crossing-3029/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
162,Hughesdale,3166,1646000,700,2.8,15.1,,,May 2025 - April 2026,https://www.realestate.com.au/vic/hughesdale-3166/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
163,Huntingdale,3166,1295000,680,2.8,8.4,,,May 2025 - April 2026,https://www.realestate.com.au/vic/huntingdale-3166/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
164,Hurstbridge,3099,990000,600,3.6,3.5,,,May 2025 - April 2026,https://www.realestate.com.au/vic/hurstbridge-3099/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
165,Ivanhoe,3079,1832000,798,3.2,2.4,,,May 2025 - April 2026,https://www.realestate.com.au/vic/ivanhoe-3079/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
166,Ivanhoe East,3079,2380000,830,2.5,0.1,,,May 2025 - April 2026,https://www.realestate.com.au/vic/ivanhoe-east-3079/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
167,Jacana,3047,682500,490,4.0,12.2,,,May 2025 - April 2026,https://www.realestate.com.au/vic/jacana-3047/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
168,Junction Village,3977,728750,620,4.1,8.8,,,May 2025 - April 2026,https://www.realestate.com.au/vic/junction-village-3977/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
169,Kalkallo,3064,650000,490,4.0,1.6,,,May 2025 - April 2026,https://www.realestate.com.au/vic/kalkallo-3064/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
170,Kealba,3021,751000,500,3.8,7.3,,,May 2025 - April 2026,https://www.realestate.com.au/vic/kealba-3021/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
171,Keilor,3036,1102000,655,3.5,0.2,,,May 2025 - April 2026,https://www.realestate.com.au/vic/keilor-3036/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
172,Keilor Downs,3038,873000,560,3.7,9.1,,,May 2025 - April 2026,https://www.realestate.com.au/vic/keilor-downs-3038/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
173,Keilor East,3033,1100000,650,3.3,9.2,,,May 2025 - April 2026,https://www.realestate.com.au/vic/keilor-east-3033/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
174,Keilor Lodge,3038,1120500,715,3.3,13.4,,,May 2025 - April 2026,https://www.realestate.com.au/vic/keilor-lodge-3038/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
175,Keilor North,3036,,,,,,,May 2025 - April 2026,https://www.realestate.com.au/vic/keilor-north-3036/,source_no_usable_house_summary,realestate.com.au page did not show a usable house price/rent/yield/growth summary for this suburb. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
176,Keilor Park,3042,930000,580,3.8,15.0,,,May 2025 - April 2026,https://www.realestate.com.au/vic/keilor-park-3042/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
177,Kensington,3031,1127500,700,3.4,6.9,,,May 2025 - April 2026,https://www.realestate.com.au/vic/kensington-3031/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
178,Keysborough,3173,965000,720,3.9,6.3,,,May 2025 - April 2026,https://www.realestate.com.au/vic/keysborough-3173/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
179,Kew,3101,2595000,1150,2.4,-1.2,,,May 2025 - April 2026,https://www.realestate.com.au/vic/kew-3101/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
180,Kew East,3102,2300000,995,2.3,6.4,,,May 2025 - April 2026,https://www.realestate.com.au/vic/kew-east-3102/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
181,Kilsyth,3137,849500,650,3.9,5.7,,,May 2025 - April 2026,https://www.realestate.com.au/vic/kilsyth-3137/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
182,Kilsyth South,3137,1080000,715,3.6,-2.4,,,May 2025 - April 2026,https://www.realestate.com.au/vic/kilsyth-south-3137/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
183,Kings Park,3021,666500,500,3.8,7.5,,,May 2025 - April 2026,https://www.realestate.com.au/vic/kings-park-3021/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
184,Kingsbury,3083,865000,550,3.3,8.5,,,May 2025 - April 2026,https://www.realestate.com.au/vic/kingsbury-3083/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
185,Kingsville,3012,1195000,728,3.2,-3.3,,,May 2025 - April 2026,https://www.realestate.com.au/vic/kingsville-3012/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
186,Knoxfield,3180,1026000,660,3.5,9.2,,,May 2025 - April 2026,https://www.realestate.com.au/vic/knoxfield-3180/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
187,Kooyong,3144,4535000,1375,2.4,-5.9,,,May 2025 - April 2026,https://www.realestate.com.au/vic/kooyong-3144/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
188,Lalor,3075,775000,533,3.7,9.9,,,May 2025 - April 2026,https://www.realestate.com.au/vic/lalor-3075/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
189,Langwarrin,3910,900000,650,3.9,5.3,,,May 2025 - April 2026,https://www.realestate.com.au/vic/langwarrin-3910/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
190,Laverton,3028,620000,435,3.9,5.1,,,May 2025 - April 2026,https://www.realestate.com.au/vic/laverton-3028/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
191,Lilydale,3140,900000,610,3.8,7.3,,,May 2025 - April 2026,https://www.realestate.com.au/vic/lilydale-3140/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
192,Lower Plenty,3093,1390000,630,2.9,-12.4,,,May 2025 - April 2026,https://www.realestate.com.au/vic/lower-plenty-3093/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
193,Lynbrook,3975,880000,625,3.8,13.2,,,May 2025 - April 2026,https://www.realestate.com.au/vic/lynbrook-3975/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
194,Lyndhurst,3975,981000,650,3.7,6.1,,,May 2025 - April 2026,https://www.realestate.com.au/vic/lyndhurst-3975/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
195,Lysterfield,3156,1453000,650,3.6,7.6,,,May 2025 - April 2026,https://www.realestate.com.au/vic/lysterfield-3156/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
196,Macleod,3085,1201000,623,3.0,7.7,,,May 2025 - April 2026,https://www.realestate.com.au/vic/macleod-3085/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
197,Maidstone,3012,862250,630,3.8,4.5,,,May 2025 - April 2026,https://www.realestate.com.au/vic/maidstone-3012/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
198,Malvern,3144,2572500,1225,2.6,-19.6,,,May 2025 - April 2026,https://www.realestate.com.au/vic/malvern-3144/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
199,Malvern East,3145,2140000,818,2.9,4.0,,,May 2025 - April 2026,https://www.realestate.com.au/vic/malvern-east-3145/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
200,Maribyrnong,3032,1000000,700,3.7,-9.1,,,May 2025 - April 2026,https://www.realestate.com.au/vic/maribyrnong-3032/,verified_REA_suburb_profile,House-only realestate.com.au suburb-profile summary. 3m/6m growth columns are N/A because this source does not expose them on suburb pages.
